Title,IMDB_ID,Subtitle,Status,Media Type,Year,Remarks
FLIGHT COMMAND,tt0032477,,APP,FILM,1940,NAVY FILM ABOUT DEVELOPMENT OF NAVIGATIONAL AIDS FOR BAD-WEATHER FLYING. FULL COOPERATION AT MIRAMAR AIR STATION. ONE OF SEVERAL PRE-WAR PREPAREDNESS FILMS THAT HOLLYWOOD TURNED OUT FOR ALL THE SERVICES.
FLIGHT DECK,tt0167160,,APP,FILM,1988,"APPROVED, BUT CAN'T TELL IF EVER ACTUALLY PRODUCED"
FLIGHT FROM ASHIYA,tt0058104,,LIM,FILM,1962,"MOVIE ABOUT AIR FORCE RESCUE ATTEMPT, PROVIDED LIMITED EQUIPMENT AND MEN AS BACKGROUND"
FLIGHT LIEUTENANT,tt0034739,,LIM,FILM,1942,ARMY AIR CORPS PREPAREDNESS FILM. USE OF PLANES AND MEN AS BACKGROUND.
FLIGHT NURSE,tt0046987,,APP,FILM,1953,TRITE ROMANTIC STORY SET IN KOREAN WAR LOCALE. AIR FORCE PROVIDED EQUIPMENT AS BACKGROUND.
FLIGHT OF THE INTRUDER,tt0099587,,APP,FILM,1991,"THE DEPARTMENT OF THE NAVY AND THE DOD, APPROVED THE PARAMOUNT FILM. THE FILM WAS TECHNICALLY ACCURATE AND PORTRAYED THE MILITARY IN A GENERALLY POSITIVE MANNER. ONE OF THE MOST POSITIVE MOVIES ABOUT US MILITARY IN VIETNAM. FAILED AT BOX OFFICE BECAUSE IT APPEARED AT THE TIME THE GULF WAR WAS BEING FOUGHT ON TELEVISION"
FLIGHT TO NOWHERE,tt0038529,,APP,FILM,,THE FILM HAS A POSITIVE PORTRAYAL OF THE NAVY. FILM ALSO ENHANCES THE RECRUITING EFFORT OF THE NAVY. NO RECORD OF FILM BEING MADE
FLIRTATION WALK,tt0025124,,APP,FILM,1934,TYPICAL WEST POINT STORY. ARMY ALLOWED FILMMAKERS TO SHOOT ALL EXTERNAL SCENES AT WEST POINT.
FLY AWAY HOME,tt0116329,AKA FATHER GOOSE,APP,FILM,1996,"ESSENTIALLY A NON-MILITARY, FAMILY TYPE PICTURE ABOUT A MAN AND HIS DAUGHTER REUNITED WHILE HELPING SOME ORPHAN GEESE TO MIGRATE TO SAFETY FROM CANADA. BRIEF BUT REASONABLY POSITIVE AND ACCURATE SEQUENCE HAS GEESE PLUS ULTRALIGHTS EMERGENCY LAND AT AIR FORCE BASE. AFTER INITIAL SURPRISE, AIR FDRCE FEEDS GEESE, REFUELS ULTRA-LIGHTS, AND THE FILM GOES ON. APPROVED FILMING WITH NATIONAL GUARD AND USAF AIRCRAFT STATIONARY AND IN FLIGHT OPERATIONS IN MY STATE (AIR NATL GUARD BASE) FOR SEVERAL DAYS."
FLY AWAY HOME,,,APP,TV,1996,"PILOT FOR VIETNAM WAR ERA SERIES. POSITIVE DEPICTION OF SOUTH VIETNAM, US. STATE DEPT, LLS. MILITARY. ARMY & NAVY DEPICTED. FILMED AT NAVY INSTALLATIONS & SECOND UNIT WORK WITH AN A-7"
FLYING BLIND,tt0099590,,RCV,FILM,1989,NOT IN THE BEST INTEREST OF THE DOD AND WAS DENIED. THE DEPARTMENT CHOSE NOT TO SUPPLY STOCK FOOTAGE FOR THIS PARTICULAR FILM. NO RECORD OF FILM BEING MADE
FLYING FLEET,tt0019886,,APP,FILM,1929,NAVAL AVIATION STORY WHICH RECEIVED FULL COOPERATION
FLYING LEATHERNECKS,tt0043547,,APP,FILM,1951,"MADE AT REQUEST OF MARINE AVIATION AS ANSWER TO JOHN WAYNE'S ""SANDS OF IWO JIMA."" RECEIVED FULL COOPERATION OE MARINES AT EL TORO AND AT CAMP PENDLETON. WAYNE PLAYS A COLONEL AND FILM DOES CONVEY PROBLEMS OF COMMAND AND CONTROL."
FLYING MISSILE,tt0042468,,APP,FILM,1950,"STORY OF DEVELOPMENT OF MISSILE-LAUNCHING SUBMARINES AT BEGINNING OF COLD WAR. NAVY PROVIDED SUBMARINE AND OTHER SHIPS INCLUDING AIRCRAFT CARRIER. SOME SUBMARINERS CONSIDER THIS AN IMPORTANT FILM BECAUSE IT SHOWED HOW SUBMARINES COULD WIN NEXT WAR. HOWEVER, IT ALSO SHOWS THE VULNERBILITY OF SURFACE SHIPS TO MISSILES LAUNCHED FROM BEYOND THE HORIZON FROM SUBMARINES."
FLYING TIGERS,tt0034742,,APP,FILM,1942,ARMY AIR CORPS PROVIDED FIGHTER PLANES FOR FICTIONAL STORY OF THE AMERICAN VOLUNTEER FLIERS IN CHINA IN THE MONTHS BEFORE AND AFTER PEARL HARBOR
FOLLOW THE FLEET,tt0027630,,APP,FILM,1936,MUSICAL COMEDY SET ON NAVY STAGE. NAVY PROVIDED SHIPS AND MEN AS BACKGROUND TO IRVING BERLIN SONGS.
FOR THE BOYS,tt0101902,,OTH,FILM,1991,"COMPANY WANTED MILITARY INSTALLATIONS AND EXTRAS. FINALLY, THEY DECIDED THAT NO DOD ASSISTANCE WAS REQUIRED AT ALL, BUT THEY WOULDNT HAVE RECEIVED IT ANYWAY, BASED ON NEGATIVE DEPICTIONS IN SCRIPT."
FORCE OF ARMYS,tt0043553,,APP,FILM,1951,WORLD WAR II COMBAT STORY SET IN ITALY. ARMY PROVIDED MEN AND EQUIPMENT
"FORD STORY, THE",,,APP,TV,,"GRANTED APPROVAL TO USE LONG BEACH NAVAL HOSPITAL AND THE NAVAL HOSPITAL. IN BETHESDA. DOD FELT THE STORY WAS HUMAN, MOVING, AND REFLECTED CREDIT ON THE DEPARTMENT"
FOREVER YOUNG,tt0104291,AKA THE REST OF DANIEL,APP,FILM,1992,PERMITTED USE OF ARMY RESERVE FACILITY AS BACK-GROUND FOR SIMUIATED AIR SHOW SEQUENCE; FILM GAVE OPPORTUNITY TO SHOWCASE MILITARY AIR SHOWS.
FORREST GUMP,tt0109830,,DEN,FILM,1994,"REQUESTED ARMY SUPPORT TO REENACT BASIC TRAINING AND VIETNAM COMBAT SCENE. EARLY SCRIPT HAD NIHILISTIC VIEW OF MILITARY & VIETNAM EXPERIENCE. ARMY & WE SAID NO THANKS. LATER SCRIPT MUCH BETTER, WITH INPUT FROM TECH ADVISOR DALE DYE, BUT ARMY STILL NOT INTERESTED IN ASSISTING. DURING THIS PROCESS, DOD & MARINES INDICATED THAT THEY MAY BE WILLING TO SUPPORT, BUT DIRECTOR BOB ZEMECKIS WAS NOT INTERESTED IN CHANGING FROM ARMY. THE FILMMAKERS DID MAKE ONE VERY IMPORTANT CHANGE SUGGESTED BY THE ARMY: ORIGINAL SCRIPT HAD AN ENTIRE COMPANY OF MEN LIKE FORREST AND BUBBA; ARMY POINTED OUT THAT THE ACTUAL PROGRAM DISTRIBUTED SOLDIERS LIKE FORREST AMONG ""NORMAL"" SOLDIERS IN MANY COMPANIES. THE FINAL SCRIPT MADE THIS IMPORTANT CHANGE."
FRANCIS,tt0041387,,APP,FILM,1949,FIRST OF THE FRANCIS TALKING MULE FILMS. ARMY LOANED MEN AND EQUIPMENT AS BACKGROUND TO EARLY STORY
FRANCIS GOES TO WEST POINT,tt0044633,,APP,FILM,1952,ARMY ALLOWED FILMMAKERS TO SHOOT EXTERIOR SCENES AT THE MILITARY ACADEMY
FRANCIS IN THE NAVY,tt0048092,,APP,FILM,1955,"ANOTHER IN THE SERIES OF FRANCIS THE TALKING MULE COMEDIES. THE NAVY PROVIDED SHIPS, MEN, AND LOCALES AS BACKGROUND TO THE COMEDY. TYPICAL SERVICE FARCE."
FRANCIS JOINS THE WACS,tt0046995,,APP,FILM,1955,"ANOTHER IN THE TALKING MULE SERIES-SET, IN PART, ON A WAC BASE"
FRAULEIN,tt0051640,,LIM,FILM,1958,"ARMY PROVIDED LIMITED ASSISTANCE WITH MEN, BACKGROUND, AND EQUIPMENT ON LOCATION IN GERMANY--FILM SET IN LAST DAYS OF THE WAR AND DURING THE OCCUPATION"
FREDDY,,PAPER PLATE HERO,APP,FILM,,THE FILM WAS APPROVED BY NUMEROUS SERVICES AND IN THE BEST INTEREST OF THOSE SERVICES. FREDDY WAS THE THIRD FILM TITLE ON THE SAME MARINE CORP SARGENT. NO RECORD THAT FILM WAS EVER MADE.
FROGMEN,tt0043565,,APP,FILM,1951,FILM ABOUT THE NAVY'S UNDERWATER DEMOLITION FORCE THAT LATER EVOLVED INTO THE NAVY SEALS. THE SERVICE PROVIDED ITS DIVERS AND LOCALES
FROM EARTH TO THE MOON,,WE HAVE CLEARED THE TOWER,APP,TV,1998,"THE PRODUCTION COMPANY ORIGINALLY WANTED UNRESTRICTED ACCESS TO CAPE CANAVERAL AIR STATION AND ACCESS TO THE KENNEDY SPACE CENTER THROUGH AIR FORCE INSTALLATIONS. THE COMPANY ALSO ASKED FOR STORAGE FACILITIES AND OTHER RESOURCES. UNFORTUNATELY, THE MILITARY IDENTITY OF THE ASTRONAUTS IS ALL BUT IMPOSSIBLE TO DETECT, SO THERE WAS LITTLE INCLINATION TO BEND OVER BACKWARDS, DESPITE THE VERY POSITIVE AND ACCURATE PORTRAYALS OF NASA ASTRONAUTS AND OTHERS. ULTIMATELY WE LED THE COMPANY TO CLOSED OR CLOSING BASES (INCLUDING NAVAL TRAINING CENTER ORLANDO, FL, AND ONE OF THE OLD AIRSHIP HANGARS AT MARINE CORPS AIR STATION TUSTIN, CA, WHERE, IN FACT, THE HUGE LUNAR SET WAS CONSTRUCTED) AND EVERYONE WAS QUITE HAPPY WITH THE OUTCOME."
FROM HERE TO ETERNITY,tt0045793,,APP,FILM,1953,"ARMY DESPERATELY DID NOT WANT TO COOPERATE ON PRODUCTION. HOWEVER, COLUMBIA ENTERED INTO A LONG SERIES OF NEGOTIATIONS. ULTIMATELY, FILMMAKERS SOFTENED PORTRAYALS OF BRUTALITY IN STOCKADE AND HAD A REPELLENT OFFICER FACE DISCIPLINARY ACTION. IN TURN, ARMY ALLOWED FILMMAKERS FULL ACCESS TO SCHOFIELD BARRACKS, HI."
FULL METAL JACKET,tt0093058,,OTH,FILM,1987,STANLEY KUBRICK MADE HIS VIETNAM FILM IN ENGLAND WITHOUT ANY CONTACT WITH DOD OR THE MARINES. RETIRED MARINE DRILL INSTRUCTOR LEE ERMEY SERVED AS TECHNICAL ADVISOR.
G.I. JANE,tt0119173,,DEN,FILM,1997,"THE COMPANY APPARENTLY BELIEVED IT DIDN'T REQUIRE ASSISTANCE, AND CAME LATE TO THE NEGOTIATING TABLE. CONSIDERABLE MEDIA ATTENTION RESULTED WHEN STAR DEMI MOORE PHONED THE WHITE HOUSE APPARENTLY IN AN ATTEMPT TO PERSUADE THE NAVY TO COOPERATE. THOUGH NOTHING CAME OF THE PHONE CALL, THE MEDIA PORTRAYED THE PROBLEM AS CENTERED ON THE ISSUE OF A FEMALE SEAL. THIS WAS INACCURAIE. THE DIRECTOR HIMSELF SUGGESTED THAT SHE BE IN AN EXPERIMENTAL PROGRAM IN WHICH SHE DID SEAL-LIKE TRAINING. HOWEVER, NEGOTIATIONS BROKE DOWN OVER MANY SMALLER ISSUES, PRINCIPALLY DUE TO LACK OF TIME AND SOME NAVY OVER-ATTENTION TO THESE SMALLER ISSUES."
GALLANT HOURS,tt0053849,,APP,FILM,1960,"DRAMATIZATION OF ADMIRAL HALSEY'S VICTORY AT BATTLE OF GUADALCANAL SEA. ROBERT MONTGOMERY WHO HAD SERVED ON HALSEY‘S STAFF CLAIMED FILM HISTORICALLY ACCURATE ACCOUNT. HOWEVER, FILM ENDS WITH THE SHOOTING DOWN OF ADMIRAL YAMAMOTO, EVEN THOUGH THAT INCIDENT ACTUALLY TOOK PLACE FIVE MONTHS LATER. VERY LITTLE COOPERATION AND NO BATTLE SCENES--JUST SAILORS LISTENING ON LOUD SPEAKERS."
GARDENS OF STONE,tt0093073,,RCV,FILM,1987,"THE REQUEST FOR INSTALLATION, PERSONNEL, EQUIPMENT, AND ANIMALS WAS APPROVED. THE REQUEST FILM PERFECT EXAMPLE OF DOD DENYING HELP TO A FILMMAKER ON ONE PROJECT (APOCALYPSE NOW) AND THEN GIVING FULL COOPERATION TO ANOTHER. SOME FEEL THAT THE FILM CONTAINS A POWERFUL ANTI-WAR AND ANTI~VIETNAM WAR MESSAGE, ONE OF THE STRONGEST, IF NOT STRONGEST IN ANY FILM WHICH RECEIVED DOD ASSISTANCE."
GATHERING OF EAGLES,tt0057090,,APP,FILM,1963,"POSITIVE PORTRAYAL OF SAC, COMPARED TO ""DR. STRANGELOVE"" AND ""FAIL SAFE,"" THEN IN PRODUCTION. FILM RECEIVED FULL COOPERATION FROM SAC AND SHOT ON MILITARY LOCATIONS."
"GENERAL'S DAUGHTER, THE",tt0144214,,OTH,FILM,1999,MURDER MYSTERY ABOUT WHO KILLED DAUGHTER OF A POLITICALLY AMBITIOUS GENERAL WHO TRIES TO SUPPRESS EVIDENCE. NEGATIVE SCENES INCLUDE USMA CADET DAUGHTER RAPED BY FELLOW CADETS AND COMPLIANCE BY OFFICERS IN COVER UP.
GEORGE WASHINGTON,,,APP,TV,1984,"THE DOD APPROVED USE OF FORT BELVOIR FOR FILMING AT NO EXTRA COST TO THE GOVERNMENT. THE DEPARTMENT ALSO APPROVED FOR OFF DUTY SOLDIERS TO BE USED AS EXTRAS, ON A VOLUNTARY STATUS."
GI BLUES,tt0053848,,APP,FILM,1960,"ARMY PROVIDED MEN, EQUIPMENT, AND LOCALES FOR ELVIS PRESLEY FILM SET IN GERMANY"
GIANT,tt0049261,,LIM,FILM,1956,ARMY PROVIDED BURIAL DETAIL FOR ONE SCENE IN THE MOVIE
"GIRL HE LEFT BEHIND, THE",tt0049264,,APP,FILM,1956,SILLY ARMY COMEDY FOLLOWS NEW RECRUIT THROUGH TRIALS AND TRIBULATIONS
GIRLS OF PLEASURE ISLAND,tt0045819,,APP,FILM,1953,"SILLY, UNFUNNY COMEDY ABOUT SOLDIERS WHO ESTABLISH BASE ON PACIFIC ISLAND ALREADY OCCUPIED BY A BEVY OF SISTERS AND THEIR FATHER. ARMY PROVIDED MEN AND EQUIPMENT AS BACKGROUND."
"GLENN MILLER STORY, THE",tt0047030,,APP,FILM,1954,AIR FORCE GAVE FULL COOPERATION ON CLOSING PORTION OF THE FILM WHICH HAS GLENN MILLER AND HIS ORCHESTRA IN ENGLAND PLAYING FOR THE TROOPS
"GLORY BRIGADE, THE",tt0045827,,APP,FILM,1953,ORDINARY KOREAN WAR STORY--G.I.S. LEAD GREEK TROOPS INTO ENEMY TERRITORY. ARMY PROVIDED MEN AND EQUIPMENT
GO FOR BROKE,tt0043590,,APP,FILM,1951,STORY OF JAPANESE-AMERICAN REGEMENT WHICH FOUGHT HEROICALLY IN ITALY IN WWII. ARMY PROVIDED MEN AND EQUIPMENT
GO TELL THE SPARTANS,tt0077617,,DEN,FILM,1978,"DON BARUCH, IN DOD PUBLIC AFFAIRS, FOUND THE SCRIPT EXCELLENT AND RECOMMENDED THE ARMY WORK TO REVISE SCRIPT TO MAKE IT ACCEPTABLE FOR ASSISTANCE. FILMMAKERS WENT TO L.A. ARMY OFFICE WHERE NEGOTIATIONS BROKE DOWN AND THE COMPANY MADE THE FILM WITHOUT ASSISTANCE. HOWEVER, THEY ASKED THE DEPUTY DIRECTOR OF LA OFFICE TO SERVE AS TECHNICAL ADVISOR AND HE AGREED, TAKING A 30 DAY LEAVE."
GOD IS MY CO-PILOT,tt0037746,,APP,FILM,1945,BASED ON BEST SELLER. AIR CORP PROVIDED SOME PLANES AND BASE FOR MOVIE ABOUT SCOTT AND THE FLYING TIGERS
GODZILLA,tt0831387,,APP,FILM,2014,"Navy embedded a production company splinter unit onboard USS Nimitz 9. 11 April 2013 to film day and night flight operations that included jets, helicopters, touch n goes, flyovers and flight maneuvers. Also coordinated for pierside access to a carrier to cover sounding general quarters and manning battle—stations drills simulated battle operations on the bridge CDC bridge wings manning the watch over the shoulder shots of Sailors looking to sea sickbay crew mess and quarters and hangar bay ops. Also filmed the USS George Washington Carrier Strike Group underway.   Army provided an Apache [AH—64), a Blackhawk {UH-60}, a variant of the High Mobility Multipurpose Wheeled Vehicle {HMMWV}, a variant of the Family of Medium Tactical Vehicles {FMTV} and a variant of the Stryker Light Armored Vehicle for the purpose of LIDAR 3D modeling and Computer Generated Imagery (GI). Also The US. Army provided three {3) High Mobility Multipurpose Wheeled Vehicles {HMWVs}, two (2) troop transport trucks, approximately thirty (30) Army personnel (as extras), and one (I) Black Hawk helicopter in flight (flight plan approved and subject to budget estimate per flight hour when training mission unavailable) for purpose of filming rescue/humanitarian/FEMA—type scene in Waikiki, Hawaii on 13Jul2013  Air Force provided for filming/photographing of a C-17 to be used for depicting troops offloading from a deployment at Joint Base Pearl Harbor-Hickam provided for a static C-17 at Joint Base Pearl Harbor-Hickam to allow for filming of two configurations -- inside and outside-— to show passenger—seats configuration and a Halo jump setting as well as use of exterior green screen to simulate HALO jump. Use of the C-17 was provided for 3- continuous days to include rigging, filming and wrap {tear down—removal of all equipment)."
GOLDEN GATE,,,LIM,TV,1994,"REQUESTED ACCESS TO PRESIDIO, SAN FRANCISCO, TO FILM SCENE WITH CITY IN BACKGROUND. NO MILITARY THEME, BUT PRESIDIO IS CLOSING, SO GRANTED EXCEPTION & ALLOWED FILMING."
GOLDENEYE,tt0113189,,APP,FILM,1995,"APPROVED REQUEST FOR MARINES AND NATL GUARD HELICOPTERS TO COME TO THE BELATED RESCUE OF JAMES BOND AT CONCLUSION OF THIS FILM. NO FILE. REASONABLY REALISTIC & POSITIVE, IF BRIEF. FILMED SUCCESSFULLY IN PUERTO RICO FOR TWO DAYS."
GOLDFINGER,tt0058150,,LIM,FILM,1964,DOD CONTINUED TRADITION OF PROVIDING LIMITED ASSISTANCE TO THE JAMES BOND FILMS
GOOD GUYS WEAR BLACK,tt0079227,,APP,FILM,1978,"ONE OF FIRST FILMS SET IN VIETNAM TIME FRAME TO RECEIVE ARMY COOPERATION IN THE FORM OF HELICOPTERS AND EQUIPMENT--STORY OF SPECIAL FORCES UNIT SENT BACK TO VIETNAM TO RESCUE POWS, BUT SET UP TO GET RID OF UNIT AS PART OF PEACE AGREEMENT--SURVIVERS ARE BEING KILLED BY ORDER OF SECRETARY OF STATE DESIGNATE WHO AGREED TO ORDERS TO ACHIEVE ACCORD. CHUCK NORRIS IS LEADER OF UNIT, NOW A HISTORY PROFESSOR, WHO SAVES THE DAY."
"GOOD MORNING, VIETNAM",tt0093105,,DEN,FILM,1987,"THIS IS THE FIRST COMEDY SET IN VIETNAM. FOCUS ON ARMED FORCES VIETNAM NETWORK DJ PLAYED BY ROBIN WILLIAMS. BASED ON ACTUAL AIR FORCE DJ, BUT WILDLY EXAGGERATED FOR DRAMATIC EFFECT. COMPLETELY UNREALISTIC."
GRAY LADY DOWN,tt0077629,EVENT 1000,APP,FILM,1978,"THE NAVY PROVIDED SUPPORT OF THE FILM AFTER MANY CHANGES AND SEVERAL PRODUCTIONS INCLUDING FRANK ROSENBURG, WILLIAM ALDRICH, AND BING CROSBY PRODUCTIONS. FILM HAS ALL THE PROBLEMS OF EVERY NAVY SUBMARINE DISASTER MOVIE. LOSING AN ATOMIC SUBMARINE DOES LITTLE TO HELP THE SERVICE'S IMAGE."
"GREAT ESCAPE, THE",tt0057115,,LIM,FILM,1963,CLASSIC POW ESCAPE FILM BASED ON ACTUAL INCIDENT
"GREAT IMPOSTOR, THE",tt0053879,,LIM,FILM,1960,"LIMITED ASSISTANCE, DATE APPROXIMATE, NO FILE"
"GREAT RAID, THE",tt0326905,,LIM,FILM,2005,"ASSISTANCE APPROVED, BUT NONE WAS REQUESTED AT FIRST, ASIDE FROM HISTORICAL AND TECHNICAL ADVICE, WHICH THE CENTER FOR MIIITARY HISTORY, ARMY, AND DOD PROVIDED IN PRODIGIDIOUS QUANTITIES, AND OF WHICH ALL SIGNIFICANT (AND MUCH INSIGNIFICANT) WAS UNHESITATINGLY INCORPORATED. AT ONE POINT THE ARMY WAS POISED TO PROVIDE A HISTORIC SHERMAN TANK FOR FILMING (IN AUSTRALIA AS THE PHILIPPINES) WHEN THE PRODUCTION COMPANY WITHDREW ITS REQUEST FOR THE TANK."
"GREAT SANTINI, THE",tt0079239,,OTH,FILM,1979,"APPROVED USE OF MARINE AIRCRAFT, PERSONNEL, AND INSTALLATIONS. NEGOTIATIONS EXTENDED OVER A LONG PERIOD DUE TO PROBLEMS WITH PORTRAYAL OF MARINE OFFICER AS WIFE AND CHILD ABUSER, A PATTON-TYPE WARRIOR, NEEDED IN WAR BUT LOST IN PEACETIME."
"GREEN DRAGON, THE",tt0229002,,APP,FILM,2001,"DOD APPROVED FILMING FOR APPROXIMATELY 4 WEEKS AT A RELATIVELY REMOTE TRAINING AREA AT MARINE CORPS BASE CAMP PENDLETON, CA. INCLUDED USE OF QUONSET HUTS, OTHER STRUCTURES, OFF-DUTY MARINE EXTRAS; MINIMAL IMPACT ON INSTALLATION, EXCELLENT DEPICIION OF ACTUAL HISTORICAL VIETNAMESE REFUGEE CAMP SET UP AFTER THE FALL OF SAIGON IN 1975. PATRICK SWAYZE PLAYS A VERY SYMPATHETIC AND HELPFUL MARINE GUNNERY SERGEANT."
GUADALCANAL DIARY,tt0035957,,APP,FILM,1943,"BASED ON HISTORY OF SAME NAME BY RICHARD TREGASKIS ABOUT BATTLE TO CAPTURE GUADALCANAL. MARINES GAVE FULL COOPERATION, MEN, EQUIPMENT, ETC., AT CAMP PENDIETON. CONSIDERED TO BE ONE OF BEST MOVIES TO COME OUT OF THE WAR AND A MARINE CORPS CLASSIC"
GUARDING TESS,tt0109951,,APP,FILM,1994,COMPANY DID FILM ARRIVAL SCENE WITH ANG HANGARS AND AIRCRAFT IN BACKGROUND. ADVISED THAT THEY WERE GOING TO USE A NEWLY-RENTED CIVILIAN HELICOPTER ULTIMATELY USED NG HELICOPTER FOR NIGHT EVACUATION SCENE. PAID ALL EXPENSES
GUNG HO,tt0035958,,APP,FILM,1943,FULL MARINE COOPERATION AT MARINE CORPS BASE CAMP PENDLETON.
HAIR,tt0079261,,OTH,FILM,1979,"ARMY ORIGINALLY REFUSED TO EVEN CONSIDER COOPERATION, EQUATING FILM SCRIPT WITH ORIGINAL PLAY. IN FACT, SCRIPT ENTIRELY DIFFERENT. PRODUCERS REFUSED TO TAKE NO FOR AN ANSWER AND APPROACHED THE SECRETARY OF THE ARMY FOR HELP. DOD (NORM HATCH) SAID STORY WAS ""VERY RELIGIOUS."" ULTIMATELY CALIFORNIA NATIONAL GUARD PROVIDED A CLOSED BASE AND A PLANE FOR A FEW SCENES."
HALLS OF MONTEZUMA,tt0042539,,APP,FILM,1950,"FOX'S VERSION OF JOHN WAYNE'S ""SANDS OF IWO JIMA."" FOCUS ON OFFICERS RATHER THAN ENLISTED MEN AND GENERALLY CONSIDERED TO BE MUCH LESS COMPELLING THAN ""IWO JIMA."" RECEIVED FULL MARINE COOPERATION AT CAMP PENDLETON"
HAMBURGER HILL,tt0093137,,APP,FILM,1987,"ARMY FOUND THE FILM TO BE HISTORICALLY ACCURATE AND MOVING. PRESENTED A MORE REALISTIC VIEW OF THE STRUGGLES OF COMBAT SOLDIERS IN VIETNAM, AS OPPOSED TO OTHER VIETNAM FILMS. ONE OF VERY FEW COMBAT FILMS SET IN VIETNAM TO RECEIVE FULL COOPERATION IN THIS PERIOD."
HANOI HILTON,tt0093143,,APP,FILM,1987,"AN USUALLY FINE SCRIPT ACCORDINGING TO DOD AT THE TIME. BENEFITTED THE MILITARY BY PRESENTING VERY REALISTIC DEPICTION OF EVENTS, ALTHOUGH THE STORY ITSELF IS FICTIONAL POSITIVE PORTRAYAL OF POWS SHOWING TORTURE, FORTITUDE, AND CONDEMNATION OF A JANE FONDAHTYPE (REPLICATING ONE OF HER VISITS TO HANOI). SCREENING IN MARCH, 1987 AT PENTAGON."
HANOI-RELEASE JOHN NASMYTH,,,APP,FILM,,STOCK FOOTAGE AND AIRCRAFT WAS APPROVED FOR USE AT NO ADDITIONAL COST TO THE GOVERNMENT. NO RECORD OF FILMING BEING MADE.
HARRY HOPKINS: A BIOGRAPHY,,,LIM,TV,2000,THE AIR FORCE AND THE DEPARTMENT APPROVED FOR USE OF THE FORCES STOCK FOOTAGE OF THE PBY CATALINA AT NORTON AIR FORCE BASE.
HART TO HART,,NAVY BLUE HEARTS,APP,TV,1995,SCRIPT WAS REVIEWED AND FOUND TO BENEFICIAL TO THE IMAGE OF THE NAVY AND THE RECRUITING EFFORT.
HAWAI 5-0,,PO'IPU,APP,TV,2010,APPROXIMATELY TEN OFF-DUTY AIR FORCE PERSONNEL PERFORMED AS EXTRAS. B-ROLL/2ND UNIT FILMING OF ROUTINE C-17 FLIGHT OPERATIONS ALSO TOOK PLACE.
HAWAII 5-0,,PILOT EPISODE,APP,TV,2010,"APPROVED FILMING FOR ONE DAY (MARCH 22) WITH TWO ARMY HMMVS AND A PLATOON OF SOLIDERS AS EXTRAS ON OAHU, HI FILMING INTERTIORS AND EXTERIORS OF A STATIC C-17   AIRCRAFT ON A THE FLIGHTLINE OF HICKAM AIR FORCE BASE, HI."
HAWAII 5-0,,EPISODE 305 - KA WA MAMUA (IN A TIME PAST),APP,TV,2012,"Approved filming a fictional retirement ceremony and EOD response at Fort Shatter, HI, between August 21 — 31,2012. Filming will include an Army EOD Team, MPs, KS team, soldiers in audience, ceremonial equipment including sound system, military family members, 20-member band from the 25th Infantry Division, and vehicles."
HEALTH CLUB,,,APP,FILM,,"THF SCRIPT WAS DIRECTED TO THE NATIONAL GUARD BURT-All FOR APPROVAL AND IN TURN, APPROVED. NO RECORD OF MOVIE BEING MADE"
HEARTS AND MINDS,tt0071604,,OTH,FILM,1974,OSCAR-WINNING DOCUMENTARY ABOUT THE AMERICAN EXPERIENCE IN VIETNAM. TAKES POT SHOTS AT MILITARY BUT CAPTURES THE FRUSTRATION OF THE UNITED STATES IN COUNTRY
HEARTS IN ATLANTIS,tt0252501,,APP,FILM,2001,"APPROVED FILMING A COUNTY FAIR-TYPE SCENE SET UP AT THE ARMY’S FORT STORY INSTALLATION IN VIRGINIA BEACH, VA. LENGTHY SET-UP/TEAR DOWN, BUT ONLY SEVERAL DAYS FILMING. VIRTUALLY NO MILITARY PRESENCE, ASIDE FROM ARMY RECRUITERS AT THE FAIR AND REFERENCES TO ONE OF THE MAIN CHARACTERS AS A DECORATED VIETNAM VET. ON THE OTHER HAND, NOT MUCH IMPACT ON THE SITE, AS THE LOCATION IS SOMEWHAT ISOLATED"
HEATHBREAK RIDGE,tt0091187,,APP,FILM,1986,"PROJECT ORIGINALLY AN ARMY FILM. BUT SERVICE UNHAPPY WITH SCRIPT AND PARTICULARLY LANGUAGE. MARINES AGREED TO COOPERATE IF CHANGES MADE. COMPANY AGREED. BUT NOT CLEAR WHAT CHANGES MARINES REQUESTED. MARINE TECHNICAL ADVISOR MAY HAVE GIVEN FILMMAKERS WIDE LATITTUDE. WHEN SCREENED IN PENTAGON, BOTH DOD AND MARINES REQUESTED SCREEN CREDIT BE REMOVED BECAUSE OF DISSATISFACTION WITH PICTURE. FOR EXAMPLE, ACTOR CLINT EASTWODD'S MARINE CHARACTER SHOOTS A DYING CUBAN SOLDIER AND TAKES CIGAR FROM HIS POCKET."
HEAVEN KNOWS MR ALLISON,tt0050490,,APP,FILM,1957,THE MARINES PROVIDED A SMALL LANDING FORCE AS BACKGROUND FOR RESCUE OF A MARINE AND A NUN FROM A SOUTH PACIFIC ISLAND DURING WORLD WAR II. REAL PROBLEM CAME FROM PRODUCTION CODE OFFICE WHICH WAS CONCERNED THAT THE STORY MIGHT TAKE AN ANTI-CATHOLIC APPROACH.
HELL BELOW,tt0024100,,APP,FILM,1933,NAVY GAVE FULL COOPERATION TO WORLD WAR I SUBMARINE STORY.
